person_id,person_name,person_name_cn,year,city,country,place_raw,domain,sources,contribution
alec-radford,Alec Radford,亚历克·拉德福,2005,Irving,US,"Irving, TX, USA",工业,native,推动 GPT 系列早期落地：把“通用续写/通用生成”这条路线打通，让语言模型从 NLP 组件变成通用能力底座。
alec-radford,Alec Radford,亚历克·拉德福,2006,Irving,US,"Irving, TX, USA",工业,native,推动 GPT 系列早期落地：把“通用续写/通用生成”这条路线打通，让语言模型从 NLP 组件变成通用能力底座。
alec-radford,Alec Radford,亚历克·拉德福,2007,Irving,US,"Irving, TX, USA",工业,native,推动 GPT 系列早期落地：把“通用续写/通用生成”这条路线打通，让语言模型从 NLP 组件变成通用能力底座。
alec-radford,Alec Radford,亚历克·拉德福,2008,Irving,US,"Irving, TX, USA",工业,native,推动 GPT 系列早期落地：把“通用续写/通用生成”这条路线打通，让语言模型从 NLP 组件变成通用能力底座。
alec-radford,Alec Radford,亚历克·拉德福,2009,Irving,US,"Irving, TX, USA",工业,native,推动 GPT 系列早期落地：把“通用续写/通用生成”这条路线打通，让语言模型从 NLP 组件变成通用能力底座。
alec-radford,Alec Radford,亚历克·拉德福,2010,Irving,US,"Irving, TX, USA",工业,native,推动 GPT 系列早期落地：把“通用续写/通用生成”这条路线打通，让语言模型从 NLP 组件变成通用能力底座。
alec-radford,Alec Radford,亚历克·拉德福,2011,Needham,US,"Needham, MA, USA",工业,native,推动 GPT 系列早期落地：把“通用续写/通用生成”这条路线打通，让语言模型从 NLP 组件变成通用能力底座。
alec-radford,Alec Radford,亚历克·拉德福,2012,Needham,US,"Needham, MA, USA",工业,native,推动 GPT 系列早期落地：把“通用续写/通用生成”这条路线打通，让语言模型从 NLP 组件变成通用能力底座。
alec-radford,Alec Radford,亚历克·拉德福,2013,Needham,US,"Needham, MA, USA",工业,native,推动 GPT 系列早期落地：把“通用续写/通用生成”这条路线打通，让语言模型从 NLP 组件变成通用能力底座。
alec-radford,Alec Radford,亚历克·拉德福,2014,Needham,US,"Needham, MA, USA",工业,native,推动 GPT 系列早期落地：把“通用续写/通用生成”这条路线打通，让语言模型从 NLP 组件变成通用能力底座。
alec-radford,Alec Radford,亚历克·拉德福,2015,Needham,US,"Needham, MA, USA",工业,native,推动 GPT 系列早期落地：把“通用续写/通用生成”这条路线打通，让语言模型从 NLP 组件变成通用能力底座。
alec-radford,Alec Radford,亚历克·拉德福,2016,San Francisco,US,"San Francisco, CA, USA",工业,native,推动 GPT 系列早期落地：把“通用续写/通用生成”这条路线打通，让语言模型从 NLP 组件变成通用能力底座。
alec-radford,Alec Radford,亚历克·拉德福,2017,San Francisco,US,"San Francisco, CA, USA",工业,native,推动 GPT 系列早期落地：把“通用续写/通用生成”这条路线打通，让语言模型从 NLP 组件变成通用能力底座。
alec-radford,Alec Radford,亚历克·拉德福,2018,San Francisco,US,"San Francisco, CA, USA",工业,native,推动 GPT 系列早期落地：把“通用续写/通用生成”这条路线打通，让语言模型从 NLP 组件变成通用能力底座。
alec-radford,Alec Radford,亚历克·拉德福,2019,San Francisco,US,"San Francisco, CA, USA",工业,native,推动 GPT 系列早期落地：把“通用续写/通用生成”这条路线打通，让语言模型从 NLP 组件变成通用能力底座。
alec-radford,Alec Radford,亚历克·拉德福,2020,San Francisco,US,"San Francisco, CA, USA",工业,native,推动 GPT 系列早期落地：把“通用续写/通用生成”这条路线打通，让语言模型从 NLP 组件变成通用能力底座。
alec-radford,Alec Radford,亚历克·拉德福,2021,San Francisco,US,"San Francisco, CA, USA",工业,native,推动 GPT 系列早期落地：把“通用续写/通用生成”这条路线打通，让语言模型从 NLP 组件变成通用能力底座。
alec-radford,Alec Radford,亚历克·拉德福,2022,San Francisco,US,"San Francisco, CA, USA",工业,native,推动 GPT 系列早期落地：把“通用续写/通用生成”这条路线打通，让语言模型从 NLP 组件变成通用能力底座。
alec-radford,Alec Radford,亚历克·拉德福,2023,San Francisco,US,"San Francisco, CA, USA",工业,native,推动 GPT 系列早期落地：把“通用续写/通用生成”这条路线打通，让语言模型从 NLP 组件变成通用能力底座。
alec-radford,Alec Radford,亚历克·拉德福,2024,San Francisco,US,"San Francisco, CA, USA",工业,native,推动 GPT 系列早期落地：把“通用续写/通用生成”这条路线打通，让语言模型从 NLP 组件变成通用能力底座。
alec-radford,Alec Radford,亚历克·拉德福,2025,San Francisco,US,"San Francisco, CA, USA",工业,native,推动 GPT 系列早期落地：把“通用续写/通用生成”这条路线打通，让语言模型从 NLP 组件变成通用能力底座。
alec-radford,Alec Radford,亚历克·拉德福,2026,San Francisco,US,"San Francisco, CA, USA",工业,native,推动 GPT 系列早期落地：把“通用续写/通用生成”这条路线打通，让语言模型从 NLP 组件变成通用能力底座。
andrew-ng,Andrew Ng,吴恩达,1976,London,UK,"London, UK / Hong Kong / Singapore",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,1977,London,UK,"London, UK / Hong Kong / Singapore",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,1978,London,UK,"London, UK / Hong Kong / Singapore",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,1979,London,UK,"London, UK / Hong Kong / Singapore",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,1980,London,UK,"London, UK / Hong Kong / Singapore",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,1981,London,UK,"London, UK / Hong Kong / Singapore",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,1982,London,UK,"London, UK / Hong Kong / Singapore",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,1983,London,UK,"London, UK / Hong Kong / Singapore",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,1984,London,UK,"London, UK / Hong Kong / Singapore",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,1985,London,UK,"London, UK / Hong Kong / Singapore",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,1986,London,UK,"London, UK / Hong Kong / Singapore",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,1987,London,UK,"London, UK / Hong Kong / Singapore",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,1988,London,UK,"London, UK / Hong Kong / Singapore",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,1989,London,UK,"London, UK / Hong Kong / Singapore",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,1990,London,UK,"London, UK / Hong Kong / Singapore",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,1991,London,UK,"London, UK / Hong Kong / Singapore",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,1992,Pittsburgh,US,"Pittsburgh, Pennsylvania, USA",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,1993,Pittsburgh,US,"Pittsburgh, Pennsylvania, USA",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,1994,Pittsburgh,US,"Pittsburgh, Pennsylvania, USA",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,1995,Pittsburgh,US,"Pittsburgh, Pennsylvania, USA",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,1996,Pittsburgh,US,"Pittsburgh, Pennsylvania, USA",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,1997,Cambridge,US,"Cambridge, Massachusetts, USA",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,1998,Berkeley,US,"Berkeley, California, USA",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,1999,Berkeley,US,"Berkeley, California, USA",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,2000,Berkeley,US,"Berkeley, California, USA",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,2001,Berkeley,US,"Berkeley, California, USA",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,2002,Palo Alto,US,"Palo Alto / Los Altos Hills, California, USA",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,2003,Palo Alto,US,"Palo Alto / Los Altos Hills, California, USA",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,2004,Palo Alto,US,"Palo Alto / Los Altos Hills, California, USA",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,2005,Palo Alto,US,"Palo Alto / Los Altos Hills, California, USA",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,2006,Palo Alto,US,"Palo Alto / Los Altos Hills, California, USA",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,2007,Palo Alto,US,"Palo Alto / Los Altos Hills, California, USA",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,2008,Palo Alto,US,"Palo Alto / Los Altos Hills, California, USA",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,2009,Palo Alto,US,"Palo Alto / Los Altos Hills, California, USA",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,2010,Palo Alto,US,"Palo Alto / Los Altos Hills, California, USA",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,2011,Palo Alto,US,"Palo Alto / Los Altos Hills, California, USA",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,2012,Palo Alto,US,"Palo Alto / Los Altos Hills, California, USA",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,2013,Palo Alto,US,"Palo Alto / Los Altos Hills, California, USA",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,2014,Sunnyvale,CN,"Sunnyvale, CA, USA / Beijing, China",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,2015,Sunnyvale,CN,"Sunnyvale, CA, USA / Beijing, China",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,2016,Sunnyvale,CN,"Sunnyvale, CA, USA / Beijing, China",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,2017,Sunnyvale,CN,"Sunnyvale, CA, USA / Beijing, China",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,2018,Palo Alto,US,"Palo Alto / Los Altos Hills, California, USA",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,2019,Palo Alto,US,"Palo Alto / Los Altos Hills, California, USA",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,2020,Palo Alto,US,"Palo Alto / Los Altos Hills, California, USA",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,2021,Palo Alto,US,"Palo Alto / Los Altos Hills, California, USA",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,2022,Palo Alto,US,"Palo Alto / Los Altos Hills, California, USA",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,2023,Palo Alto,US,"Palo Alto / Los Altos Hills, California, USA",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,2024,Palo Alto,US,"Palo Alto / Los Altos Hills, California, USA",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,2025,Palo Alto,US,"Palo Alto / Los Altos Hills, California, USA",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
andrew-ng,Andrew Ng,吴恩达,2026,Palo Alto,US,"Palo Alto / Los Altos Hills, California, USA",工业,"mimo,native",把“深度学习要规模化”做成组织与基础设施：训练大模型需要的工程体系、分布式训练和平台化工具开始成型。
baoqiu-cui,Baoqiu Cui,崔宝秋,1987,武汉,,武汉,Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,1988,武汉,,武汉,Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,1989,武汉,,武汉,Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,1990,武汉,,武汉,Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,1991,武汉,,武汉,Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,1992,武汉,,武汉,Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,1993,武汉,,武汉,Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,1994,武汉,,武汉,Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,1995,Stony Brook,US,"Stony Brook, NY, USA",Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,1996,Stony Brook,US,"Stony Brook, NY, USA",Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,1997,Stony Brook,US,"Stony Brook, NY, USA",Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,1998,Stony Brook,US,"Stony Brook, NY, USA",Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,1999,Stony Brook,US,"Stony Brook, NY, USA",Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,2000,Silicon Valley,US,"Silicon Valley, CA, USA",Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,2001,Silicon Valley,US,"Silicon Valley, CA, USA",Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,2002,Silicon Valley,US,"Silicon Valley, CA, USA",Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,2003,Silicon Valley,US,"Silicon Valley, CA, USA",Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,2004,Silicon Valley,US,"Silicon Valley, CA, USA",Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,2005,Silicon Valley,US,"Silicon Valley, CA, USA",Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,2006,Silicon Valley,US,"Silicon Valley, CA, USA",Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,2007,Silicon Valley,US,"Silicon Valley, CA, USA",Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,2008,Silicon Valley,US,"Silicon Valley, CA, USA",Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,2009,Silicon Valley,US,"Silicon Valley, CA, USA",Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,2010,Silicon Valley,US,"Silicon Valley, CA, USA",Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,2011,Silicon Valley,US,"Silicon Valley, CA, USA",Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,2012,北京,,北京,Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,2013,北京,,北京,Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,2014,北京,,北京,Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,2015,北京,,北京,Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,2016,北京,,北京,Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,2017,北京,,北京,Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,2018,北京,,北京,Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,2019,北京,,北京,Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,2020,北京,,北京,Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,2021,北京,,北京,Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,2022,北京,,北京,Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,2023,北京,,北京,Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,2024,北京,,北京,Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,2025,北京,,北京,Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
baoqiu-cui,Baoqiu Cui,崔宝秋,2026,北京,,北京,Industry,native,小米 AI 与云平台早期核心建设者之一；长期从事大规模工程与 AI 平台化
dario-amodei,Dario Amodei,达里奥·阿莫迪,1983,San Francisco,US,"San Francisco, CA, USA",工业,"mimo,native",把“安全与可控性”当成一等公民：推动用一套更明确的规则去约束模型行为，并把它产品化。
dario-amodei,Dario Amodei,达里奥·阿莫迪,1984,San Francisco,US,"San Francisco, CA, USA",工业,"mimo,native",把“安全与可控性”当成一等公民：推动用一套更明确的规则去约束模型行为，并把它产品化。
dario-amodei,Dario Amodei,达里奥·阿莫迪,1985,San Francisco,US,"San Francisco, CA, USA",工业,"mimo,native",把“安全与可控性”当成一等公民：推动用一套更明确的规则去约束模型行为，并把它产品化。
dario-amodei,Dario Amodei,达里奥·阿莫迪,1986,San Francisco,US,"San Francisco, CA, USA",工业,"mimo,native",把“安全与可控性”当成一等公民：推动用一套更明确的规则去约束模型行为，并把它产品化。
dario-amodei,Dario Amodei,达里奥·阿莫迪,1987,San Francisco,US,"San Francisco, CA, USA",工业,"mimo,native",把“安全与可控性”当成一等公民：推动用一套更明确的规则去约束模型行为，并把它产品化。
dario-amodei,Dario Amodei,达里奥·阿莫迪,1988,San Francisco,US,"San Francisco, CA, USA",工业,"mimo,native",把“安全与可控性”当成一等公民：推动用一套更明确的规则去约束模型行为，并把它产品化。
dario-amodei,Dario Amodei,达里奥·阿莫迪,1989,San Francisco,US,"San Francisco, CA, USA",工业,"mimo,native",把“安全与可控性”当成一等公民：推动用一套更明确的规则去约束模型行为，并把它产品化。
dario-amodei,Dario Amodei,达里奥·阿莫迪,1990,San Francisco,US,"San Francisco, CA, USA",工业,"mimo,native",把“安全与可控性”当成一等公民：推动用一套更明确的规则去约束模型行为，并把它产品化。
dario-amodei,Dario Amodei,达里奥·阿莫迪,1991,San Francisco,US,"San Francisco, CA, USA",工业,"mimo,native",把“安全与可控性”当成一等公民：推动用一套更明确的规则去约束模型行为，并把它产品化。
dario-amodei,Dario Amodei,达里奥·阿莫迪,1992,San Francisco,US,"San Francisco, CA, USA",工业,"mimo,native",把“安全与可控性”当成一等公民：推动用一套更明确的规则去约束模型行为，并把它产品化。
